"Ticker","Period","Date","Open","High","Low","Close","Volume"
"MSFT","Day","Aug 22, 2023",325.5,326.07501220703125,321.4599914550781,322.4599914550781,16102024
"MSFT","Day","Aug 21, 2023",317.92999267578125,322.7699890136719,317.0400085449219,321.8800048828125,24039956
"MSFT","Day","Aug 18, 2023",314.489990234375,318.3800048828125,311.5509948730469,316.4800109863281,24755012
"MSFT","Day","Aug 17, 2023",320.5400085449219,321.8699951171875,316.2099914550781,316.8800048828125,21257161
"MSFT","Day","Aug 16, 2023",320.79998779296875,324.4200134277344,319.8030090332031,320.3999938964844,20698864
"MSFT","Day","Aug 15, 2023",323.,325.0899963378906,320.90301513671875,321.8599853515625,16966285
"MSFT","Day","Aug 14, 2023",321.3900146484375,324.05999755859375,320.0799865722656,324.0400085449219,18836139
"MSFT","Day","Aug 11, 2023",320.260009765625,322.4100036621094,319.2099914550781,321.010009765625,24355491
"MSFT","Day","Aug 10, 2023",326.0150146484375,328.260009765625,321.17999267578125,322.92999267578125,20113725
"MSFT","Day","Aug 9, 2023",326.4700012207031,327.1099853515625,321.04998779296875,322.2300109863281,22373268
"MSFT","Day","Aug 8, 2023",326.9599914550781,328.75,323.,326.04998779296875,22327574
"MSFT","Day","Aug 7, 2023",328.3699951171875,331.1099853515625,327.5199890136719,330.1099853515625,17741526
"MSFT","Day","Aug 4, 2023",331.8800048828125,335.1400146484375,327.239990234375,327.7799987792969,23741484
"MSFT","Day","Aug 3, 2023",326.,329.8800048828125,325.95001220703125,326.6600036621094,18360352
"MSFT","Day","Aug 2, 2023",333.6300048828125,333.6300048828125,326.3550109863281,327.5,27761257
"MSFT","Day","Aug 1, 2023",335.19000244140625,338.5400085449219,333.70001220703125,336.3399963378906,18381253
"MSFT","Day","Jul 31, 2023",336.9200134277344,337.69500732421875,333.3599853515625,335.9200134277344,25446022
"MSFT","Day","Jul 28, 2023",333.6700134277344,340.010009765625,333.1700134277344,338.3699951171875,28484868
"MSFT","Day","Jul 27, 2023",340.4800109863281,341.3299865722656,329.04998779296875,330.7200012207031,39635262
"MSFT","Day","Jul 26, 2023",341.44000244140625,344.6700134277344,333.1099853515625,337.7699890136719,58383702
"MSFT","Day","Jul 25, 2023",347.1099853515625,351.8900146484375,345.07000732421875,350.9800109863281,41637739
"MSFT","Day","Jul 24, 2023",345.8500061035156,346.9200134277344,342.30999755859375,345.1099853515625,26719207
"MSFT","Day","Jul 21, 2023",349.1499938964844,350.29998779296875,339.8299865722656,343.7699890136719,69405382
"MSFT","Day","Jul 20, 2023",353.57000732421875,357.9700012207031,345.3699951171875,346.8699951171875,33778395
"MSFT","Day","Jul 19, 2023",361.75,362.4599914550781,352.43499755859375,355.0799865722656,39732901
